"postcode","street","town","country"
2520,SCHEFFER (ALLEE),LUXEMBOURG,LUXEMBOURG
2521,SCHLECHTER (RUE DEMY),LUXEMBOURG,LUXEMBOURG
2522,SCHNEIDER (RUE GUILLAUME),LUXEMBOURG,LUXEMBOURG
2523,SCHOETTER (RUE JEAN),LUXEMBOURG,LUXEMBOURG
2524,SCHOLER (RUE AUGUSTE),HOWALD,LUXEMBOURG
2525,SCHUMAN (ROND-POINT ROBERT),LUXEMBOURG,LUXEMBOURG
2525,SCHUMAN (BOULEVARD ROBERT),LUXEMBOURG,LUXEMBOURG
2526,SCHROBILGEN (RUE),LUXEMBOURG,LUXEMBOURG
2527,SCHOUE (RUE PIERRE-ELOI),LUXEMBOURG,LUXEMBOURG
2528,SCIERIE (SENTIER DE LA),LUXEMBOURG,LUXEMBOURG
2529,SCILLAS (RUE DES),HOWALD,LUXEMBOURG
2530,SCHNADT (RUE HENRI M.),LUXEMBOURG,LUXEMBOURG
2531,SEIMETZ (RUE FRANTZ),LUXEMBOURG,LUXEMBOURG
2532,SEJOURNE (RUE PAUL),LUXEMBOURG,LUXEMBOURG
2533,SEMOIS (RUE DE LA),LUXEMBOURG,LUXEMBOURG
2534,SEPT-FONTAINES (RUE DES),LUXEMBOURG,LUXEMBOURG
2535,SERVAIS (BOULEVARD EMMANUEL),LUXEMBOURG,LUXEMBOURG
2536,SIGEFROI (RUE),LUXEMBOURG,LUXEMBOURG
2537,SIGISMOND (RUE),LUXEMBOURG,LUXEMBOURG
2538,SIMMER (RUE NICOLAS),LUXEMBOURG,LUXEMBOURG
2539,SIMONIS (BOULEVARD CHARLES),LUXEMBOURG,LUXEMBOURG
2540,STEICHEN (RUE EDWARD),LUXEMBOURG,LUXEMBOURG
2541,SOUPERT (RUE JEAN),LUXEMBOURG,LUXEMBOURG
2542,SOURCES (RUE DES),LUXEMBOURG,LUXEMBOURG
2543,DERNIER SOL,LUXEMBOURG,LUXEMBOURG
2543,SOL (DERNIER),LUXEMBOURG,LUXEMBOURG
2544,SOLEIL (RUE DU),LUXEMBOURG,LUXEMBOURG
2545,SPEYER (RUE THEODORE),HOWALD,LUXEMBOURG
2546,SPOO (RUE C-M),LUXEMBOURG,LUXEMBOURG
2547,STADE (RUE DU),LUXEMBOURG,LUXEMBOURG
2548,SPORTS (RUE DES),LUXEMBOURG,LUXEMBOURG
2549,STAS (RUE JACQUES),LUXEMBOURG,LUXEMBOURG
2550,DIX SEPTEMBRE (AVENUE DU) N° PAIR 2-172,LUXEMBOURG,LUXEMBOURG
2550,SEPTEMBRE (AVENUE DU DIX) N° PAIR 2-172,LUXEMBOURG,LUXEMBOURG
2551,DIX SEPTEMBRE (AVENUE DU) N° IMPAIR 1-155,LUXEMBOURG,LUXEMBOURG
2551,SEPTEMBRE (AVENUE DU DIX) N° IMPAIR 1-155,LUXEMBOURG,LUXEMBOURG
2552,STATION (RUE DE LA),LUXEMBOURG,LUXEMBOURG
2553,STAVELOT (RUE DE),LUXEMBOURG,LUXEMBOURG
2554,STEIN (RUE POUTTY),LUXEMBOURG,LUXEMBOURG
2555,STRASSEN (RUE DE),LUXEMBOURG,LUXEMBOURG
2556,STURM (RUE JACQUES),LUXEMBOURG,LUXEMBOURG
2557,STUMPER (RUE ROBERT),LUXEMBOURG,LUXEMBOURG
2558,SCHAUS (RUE EUGENE),LUXEMBOURG,LUXEMBOURG
2559,SIMON (RUE VALENTIN),LUXEMBOURG,LUXEMBOURG
2560,STRASBOURG (RUE DE) N° PAIR,LUXEMBOURG,LUXEMBOURG
2561,STRASBOURG (RUE DE) N° IMPAIR,LUXEMBOURG,LUXEMBOURG
2562,STRASBOURG (PLACE DE),LUXEMBOURG,LUXEMBOURG
2563,SCHAACK (RUE JEAN),LUXEMBOURG,LUXEMBOURG
2564,STEFFEN (RUE ALBERT),LUXEMBOURG,LUXEMBOURG
2565,SALM (RUE DE),LUXEMBOURG,LUXEMBOURG
2566,SONTAG (RUE PAUL),LUXEMBOURG,LUXEMBOURG
2567,SENGHOR (RUE LEOPOLD SEDAR),LUXEMBOURG,LUXEMBOURG
2609,TANNEURS (RUE DES),LUXEMBOURG,LUXEMBOURG
2610,THIONVILLE (ROUTE DE) N° PAIR 2-208,LUXEMBOURG,LUXEMBOURG
2610,THIONVILLE (ROUTE DE) N° PAIR 212-254,HOWALD,LUXEMBOURG
2611,THIONVILLE (ROUTE DE) N° IMPAIR 171-193,HOWALD,LUXEMBOURG
2611,THIONVILLE (ROUTE DE) N° IMPAIR 1-169,LUXEMBOURG,LUXEMBOURG
2612,TAWIOUN,LUXEMBOURG,LUXEMBOURG
2613,THEATRE (PLACE DU),LUXEMBOURG,LUXEMBOURG
2614,THINNES (RUE PIERRE),LUXEMBOURG,LUXEMBOURG
2615,THOMAS (RUE SIDNEY-GILCHRIST),LUXEMBOURG,LUXEMBOURG
2616,THOMMES (MONTEE),LUXEMBOURG,LUXEMBOURG
2617,THOMAS-CLEMENT (RUE MARGUERITE),LUXEMBOURG,LUXEMBOURG
2619,TIDICK-ULVELING (RUE MARIE-LOUISE),LUXEMBOURG,LUXEMBOURG
2620,TOCKERT (RUE JOSEPH),LUXEMBOURG,LUXEMBOURG
2621,TILLEULS (MONTEE DES),LUXEMBOURG,LUXEMBOURG
2622,TINANT (RUE F-S),LUXEMBOURG,LUXEMBOURG
2623,BARON CHARLES DE TORNACO (RUE),LUXEMBOURG,LUXEMBOURG
2623,TORNACO (RUE BARON CHARLES DE),LUXEMBOURG,LUXEMBOURG
2624,TREMONT (RUE AUGUSTE),LUXEMBOURG,LUXEMBOURG
2625,TRAVAIL (RUE DU),LUXEMBOURG,LUXEMBOURG
2626,TRESCH (RUE MATHIAS),LUXEMBOURG,LUXEMBOURG
2627,THOMA (RUE JEAN-PIERRE),LUXEMBOURG,LUXEMBOURG
2628,TREVIRES (RUE DES),LUXEMBOURG,LUXEMBOURG
2629,TUBIS (RUE),LUXEMBOURG,LUXEMBOURG
2630,TREVES (RUE DE) N° IMPAIR 7-999,LUXEMBOURG,LUXEMBOURG
2630,TREVES (RUE DE) N° PAIR 60-998,LUXEMBOURG,LUXEMBOURG
2631,TREVES (RUE DE) N° IMPAIR 1-5,LUXEMBOURG,LUXEMBOURG
2631,TREVES (RUE DE) N° PAIR 2-58,LUXEMBOURG,LUXEMBOURG
2632,TREVES (RUE DE),FINDEL,LUXEMBOURG
2633,TREVES (ROUTE DE),SENNINGERBERG,LUXEMBOURG
2633,NEIHAISCHEN (RUE),SENNINGERBERG,LUXEMBOURG
2634,TURNER (RUE WILLIAM),LUXEMBOURG,LUXEMBOURG
2635,TUDOR (RUE HENRI),LUXEMBOURG,LUXEMBOURG
2636,THYES (RUE LEON),LUXEMBOURG,LUXEMBOURG
2637,THORN (PLACE JOSEPH),LUXEMBOURG,LUXEMBOURG
2651,ULRIC (RUE ST.),LUXEMBOURG,LUXEMBOURG
2652,UNDEN (RUE ALBERT),LUXEMBOURG,LUXEMBOURG
2653,ULVELING (BOULEVARD JEAN),LUXEMBOURG,LUXEMBOURG
2654,UNIOUN (ALLEE DE L'),LUXEMBOURG,LUXEMBOURG
2661,VALLEE (RUE DE LA),LUXEMBOURG,LUXEMBOURG
2662,VANNERUS (RUE HENRI),LUXEMBOURG,LUXEMBOURG
2663,VAUBAN (RUE),LUXEMBOURG,LUXEMBOURG
2664,VERDI (RUE),LUXEMBOURG,LUXEMBOURG
2665,VERGER (RUE DU),LUXEMBOURG,LUXEMBOURG
2666,VERHAEREN (RUE EMILE),LUXEMBOURG,LUXEMBOURG
2667,VERTE (RUE),LUXEMBOURG,LUXEMBOURG
2668,VESQUE (RUE JULIEN),LUXEMBOURG,LUXEMBOURG
2669,HOTEL DE VILLE (PASSAGE DE L'),LUXEMBOURG,LUXEMBOURG
2669,VILLE (PASSAGE DE L'HOTEL DE),LUXEMBOURG,LUXEMBOURG
2670,VERDUN (BOULEVARD DE),LUXEMBOURG,LUXEMBOURG
2671,VIRCHOW (PLACE),LUXEMBOURG,LUXEMBOURG
2672,VIRTON (RUE DE),LUXEMBOURG,LUXEMBOURG
2673,VITH (RUE DE ST.),LUXEMBOURG,LUXEMBOURG
2674,VESALE (RUE ANDRE),LUXEMBOURG,LUXEMBOURG
2680,VIANDEN (RUE DE),LUXEMBOURG,LUXEMBOURG
2681,VINCI (RUE LEONARDO DA),LUXEMBOURG,LUXEMBOURG
2711,WAGNER (RUE RICHARD),LUXEMBOURG,LUXEMBOURG
2712,STAFFELSTEIN,STAFFELSTEIN,LUXEMBOURG
2712,WALDHOF,WALDHOF,LUXEMBOURG
2713,WEIMERSKIRCH (RUE RENE),LUXEMBOURG,LUXEMBOURG
2714,FORT WALLIS (RUE DU),LUXEMBOURG,LUXEMBOURG
2714,WALLIS (RUE DU FORT),LUXEMBOURG,LUXEMBOURG
2715,WALRAM (RUE),LUXEMBOURG,LUXEMBOURG
2716,WEBER (RUE BATTY),LUXEMBOURG,LUXEMBOURG
2717,WEBER (RUE JOSEPH),LUXEMBOURG,LUXEMBOURG
2718,FORT WEDELL (RUE DU),LUXEMBOURG,LUXEMBOURG
2718,WEDELL (RUE DU FORT),LUXEMBOURG,LUXEMBOURG
2719,WEHRER (RUE ALBERT),LUXEMBOURG,LUXEMBOURG
2720,WERNER (BOULEVARD PIERRE),LUXEMBOURG,LUXEMBOURG
2721,WEICKER (RUE ALPHONSE),LUXEMBOURG,LUXEMBOURG
2722,WEIS (RUE SOSTHENE),LUXEMBOURG,LUXEMBOURG
2723,WELTER (RUE EUGENE),HOWALD,LUXEMBOURG
2724,WENCESLAS IER (RUE),LUXEMBOURG,LUXEMBOURG
2724,IER (RUE WENCESLAS),LUXEMBOURG,LUXEMBOURG
2725,WERVEKE (RUE NICOLAS VAN),LUXEMBOURG,LUXEMBOURG
2726,WEYER (RUE MICHEL),LUXEMBOURG,LUXEMBOURG
2727,WIGREUX (RUE PAUL),HOWALD,LUXEMBOURG
2728,WILHELM (RUE JULES),LUXEMBOURG,LUXEMBOURG
2729,WILLIBRORD (PLACE ST.),LUXEMBOURG,LUXEMBOURG
2729,WILLIBRORD (RUE ST.),LUXEMBOURG,LUXEMBOURG
2730,WELTER (RUE MICHEL),LUXEMBOURG,LUXEMBOURG
2731,WILLMAR (RUE JEAN-GEORGES),LUXEMBOURG,LUXEMBOURG
2732,WILSON (RUE),LUXEMBOURG,LUXEMBOURG
2733,WILTHEIM (RUE),LUXEMBOURG,LUXEMBOURG
2734,WILTZ (RUE DE),LUXEMBOURG,LUXEMBOURG
2736,WOLFF (RUE EUGENE),LUXEMBOURG,LUXEMBOURG
2737,WURTH-PAQUET (RUE),LUXEMBOURG,LUXEMBOURG
2738,WILWERTZ (RUE PAUL),LUXEMBOURG,LUXEMBOURG
2739,WAMPACH (RUE CAMILLE),LUXEMBOURG,LUXEMBOURG
2740,WELTER (RUE NICOLAS),LUXEMBOURG,LUXEMBOURG
2741,WERCOLLIER (RUE LUCIEN),LUXEMBOURG,LUXEMBOURG
2761,YOLANDE (RUE),LUXEMBOURG,LUXEMBOURG
2762,ZINNEN (RUE ANTOINE),LUXEMBOURG,LUXEMBOURG
2763,ZITHE (RUE STE.),LUXEMBOURG,LUXEMBOURG
2764,ZORN (RUE MARIE DE),LUXEMBOURG,LUXEMBOURG
2850,CLT-UFA,LUXEMBOURG,LUXEMBOURG
2880,POLICE GRAND-DUCALE UCPR-CSA-CNT21A,LUXEMBOURG,LUXEMBOURG
2887,JP MORGAN BANK LUXEMBOURG SA,LUXEMBOURG,LUXEMBOURG
2888,MORGAN ASSET MANAGEMENT (EUROPE) SARL (JP),LUXEMBOURG,LUXEMBOURG
2889,CARGOSERVICES LUXEMBOURG,LUXEMBOURG,LUXEMBOURG
2900,POSTSHOP,LUXEMBOURG,LUXEMBOURG
2910,ETAT (MINISTERE D'),LUXEMBOURG,LUXEMBOURG
2911,ETRANGERES ET EUROPEENNES (MINISTERE DES AFFAIRES),LUXEMBOURG,LUXEMBOURG
2912,CULTURE (MINISTERE DE LA),LUXEMBOURG,LUXEMBOURG
2913,AGRICULTURE , VITICULTURE, PROTECTION CONSOMMATEURS (MINISTERE),LUXEMBOURG,LUXEMBOURG
2914,ECONOMIE (MINISTERE DE L'),LUXEMBOURG,LUXEMBOURG
2915,ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE (MINISTERE DE L'),LUXEMBOURG,LUXEMBOURG
2915,RECHERCHE (MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA),LUXEMBOURG,LUXEMBOURG
2916,LOGEMENT (MINISTERE DU),LUXEMBOURG,LUXEMBOURG
2918,ENVIRONNEMENT (MINISTERE DU DEVELOPPEMENT DURABLE -),LUXEMBOURG,LUXEMBOURG
2919,FAMILLE , DE L'INTEGRATION ET GRANDE REGION (MINISTERE DE LA),LUXEMBOURG,LUXEMBOURG
2920,COMMISSION DES COMMUNAUTES EUROPEENNES,LUXEMBOURG,LUXEMBOURG
2921,EGALITE DES CHANCES (MINISTERE DE L'),LUXEMBOURG,LUXEMBOURG
2922,INSTITUT LUXEMBOURGEOIS DE REGULATION,LUXEMBOURG,LUXEMBOURG
2925,COUR DE JUSTICE DES COMMUNAUTES EUROPEENNES,LUXEMBOURG,LUXEMBOURG
2926,EDUCATION NATIONALE, DE L'ENFANCE ET JEUNESSE (MINISTERE DE L'),LUXEMBOURG,LUXEMBOURG
2928,ARCELORMITTAL S.A.,LUXEMBOURG,LUXEMBOURG
2929,PARLEMENT EUROPEEN,LUXEMBOURG,LUXEMBOURG
2930,ARCELORMITTAL SA,LUXEMBOURG,LUXEMBOURG
2931,FINANCES (MINISTERE DES),LUXEMBOURG,LUXEMBOURG
2932,MINISTERE DE LA FONCTION PUBLIQUE ET REFORME ADMINISTRATIVE,LUXEMBOURG,LUXEMBOURG
2933,INTERIEUR (MINISTERE DE L'),LUXEMBOURG,LUXEMBOURG
2934,JUSTICE (MINISTERE DE LA),LUXEMBOURG,LUXEMBOURG
2935,SANTE (MINISTERE DE LA),LUXEMBOURG,LUXEMBOURG
2936,SECURITE SOCIALE (MINISTERE DE LA),LUXEMBOURG,LUXEMBOURG
2937,MOYENNES ET DU TOURISME (MINISTERE DES CLASSES),LUXEMBOURG,LUXEMBOURG
2937,TOURISME (MINISTERE DES CLASSES MOYENNES ET DU),LUXEMBOURG,LUXEMBOURG
2938,TRANSPORTS (MINISTERE DU DEVELOPPEMENT DURABLE -),LUXEMBOURG,LUXEMBOURG
2939,TRAVAIL , EMPLOI, ECONOMIE SOCIALE ET SOLIDAIRE (MINISTERE DE),LUXEMBOURG,LUXEMBOURG
2940,DEVELOPPEMENT DURABLE ET DES INFRASTRUCTURES (MINISTERE DU),LUXEMBOURG,LUXEMBOURG
2941,SERVICES COMMUNS MIN. TRAVAIL, FAMILLE, SOL. SOC. ET JUSTICE,LUXEMBOURG,LUXEMBOURG
2942,LOGEMENT ET DE L'HABITAT (FONDS POUR LE DEVELOPPEMENT DU),LUXEMBOURG,LUXEMBOURG
2946,TERRITOIRE (MIN. DU DEVELOPPEMENT DURABLE - AMENAGEMENT DU),LUXEMBOURG,LUXEMBOURG
2949,BEI (CONCIERGERIE D'ENTREPRISE),LUXEMBOURG,LUXEMBOURG
2950,BANQUE EUROPEENNE D'INVESTISSEMENT,LUXEMBOURG,LUXEMBOURG
2951,BGL BNP PARIBAS SA,LUXEMBOURG,LUXEMBOURG
2951,PARIBAS SA (BGL BNP),LUXEMBOURG,LUXEMBOURG
2952,BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG,LUXEMBOURG,LUXEMBOURG
2952,PARIBAS INVESTMENT PARTNERS LUXEMBOURG (BNP),LUXEMBOURG,LUXEMBOURG
2953,INTERNATIONALE A LUXEMBOURG S.A. (BIL) (BANQUE),LUXEMBOURG,LUXEMBOURG
2954,CAISSE D'EPARGNE DE L'ETAT (BANQUE ET),LUXEMBOURG,LUXEMBOURG
2955,KBL EUROPEAN PRIVATE BANKERS SA,LUXEMBOURG,LUXEMBOURG
2956,CETREL,LUXEMBOURG,LUXEMBOURG
2957,POLICE (DIRECTION DE LA),LUXEMBOURG,LUXEMBOURG
2958,TD DIRECT INVESTING INTERNATIONAL,LUXEMBOURG,LUXEMBOURG
2960,KREDIETRUST,LUXEMBOURG,LUXEMBOURG
2961,COMMERCE ET DES SOCIETES (REGISTRE DU),LUXEMBOURG,LUXEMBOURG
2964,CLEARSTREAM INTERNATIONAL,LUXEMBOURG,LUXEMBOURG
2965,ING LUXEMBOURG,LUXEMBOURG,LUXEMBOURG
2966,POSTBANK INTERNATIONAL SA (DEUTSCHE),LUXEMBOURG,LUXEMBOURG
2968,FUND (EUROPEAN INVESTMENT),LUXEMBOURG,LUXEMBOURG
2971,CAISSE MEDICO-CHIRURGICALE MUTUALISTE,LUXEMBOURG,LUXEMBOURG
2974,EVALUATION ET D'ORIENTATION (CEO) (CELLULE D'),LUXEMBOURG,LUXEMBOURG
2974,CEO ) (CELLULE D'EVALUATION ET D'ORIENTATION (),LUXEMBOURG,LUXEMBOURG
2975,SECURITE SOCIALE (CENTRE COMMUN DE LA),LUXEMBOURG,LUXEMBOURG
2976,ACCIDENTS (ASSOCIATION D'ASSURANCES CONTRE LES),LUXEMBOURG,LUXEMBOURG
2977,MEDECIN REFERENT (CAISSE NATIONALE DE SANTE SERVICE),LUXEMBOURG,LUXEMBOURG
2978,SANTE DIRECTIONS (CAISSE NATIONALE DE),LUXEMBOURG,LUXEMBOURG
2979,SANTE CERTIFICATS INCAPACITE DE TRAVAIL (CAISSE NATIONALE DE),LUXEMBOURG,LUXEMBOURG
2980,SANTE SERVICES ASSURES (CAISSE NATIONALE DE),LUXEMBOURG,LUXEMBOURG
2981,CHAMBRE DE COMMERCE,LUXEMBOURG,LUXEMBOURG
2982,ADMINISTRATION DES CONTRIBUTIONS ET ACCISES,LUXEMBOURG,LUXEMBOURG
2983,BANQUE CENTRALE DU GRAND-DUCHE DE LUXEMBOURG,LUXEMBOURG,LUXEMBOURG
2984,DU PONT DE NEMOURS, MANUFACTURING DIVISION,LUXEMBOURG,LUXEMBOURG
2985,OFFICE DES PUBLICATIONS DES COMMUNAUTES EUROPEENNES,LUXEMBOURG,LUXEMBOURG
2986,FOYER,LUXEMBOURG,LUXEMBOURG
2987,LUXAIR S.A.,LUXEMBOURG,LUXEMBOURG
2988,SAINT-PAUL LUXEMBOURG,LUXEMBOURG,LUXEMBOURG
2990,CARGOLUX S.A.,LUXEMBOURG,LUXEMBOURG
2991,COMMISSION DE SURVEILLANCE DU SECTEUR FINANCIER,LUXEMBOURG,LUXEMBOURG
2992,POST PHILATELY,LUXEMBOURG,LUXEMBOURG
2994,COMPTABILITE FOURNISSEURS (POST GROUP),LUXEMBOURG,LUXEMBOURG
2995,PSF SA (POST TELECOM),LUXEMBOURG,LUXEMBOURG
2996,TELECOM S.A. (POST),LUXEMBOURG,LUXEMBOURG
2997,FINANCE - SERVICES ADMINISTRATIFS (POST),LUXEMBOURG,LUXEMBOURG
2998,POST COURRIER,LUXEMBOURG,LUXEMBOURG
2999,POST TECHNOLOGIES,LUXEMBOURG,LUXEMBOURG
3201,BOITES POSTALES N° 1-99,BETTEMBOURG,LUXEMBOURG
3205,BOITES POSTALES N° 1-99,LEUDELANGE,LUXEMBOURG
3206,BOITES POSTALES N° 1-99,ROESER,LUXEMBOURG
3209,LEISCHEMER (A),BETTEMBOURG,LUXEMBOURG
3210,BIEVER (RUE NICOLAS),BETTEMBOURG,LUXEMBOURG
3211,ABWEILER (ROUTE D'),BETTEMBOURG,LUXEMBOURG
3212,ADOLPHE (RUE),BETTEMBOURG,LUXEMBOURG
3213,ARTISANS (RUE DES),BETTEMBOURG,LUXEMBOURG
3214,AMELIE (RUE),BETTEMBOURG,LUXEMBOURG
3215,BACLESSE (RUE DR FRANCOIS),BETTEMBOURG,LUXEMBOURG
3216,BELAIR (RUE),BETTEMBOURG,LUXEMBOURG
3217,CHATEAU (RUE DU),BETTEMBOURG,LUXEMBOURG
3218,CHEMINOTS (RUE DES),BETTEMBOURG,LUXEMBOURG
3219,COIN (RUE DU),BETTEMBOURG,LUXEMBOURG
3220,COLLART (RUE AUGUSTE),BETTEMBOURG,LUXEMBOURG
3221,CURE (RUE DU),BETTEMBOURG,LUXEMBOURG
3222,DUDELANGE (ROUTE DE),BETTEMBOURG,LUXEMBOURG
3223,DICKS (RUE),BETTEMBOURG,LUXEMBOURG
3224,DUPONG (RUE PIERRE),BETTEMBOURG,LUXEMBOURG
3225,WOLSER 1 (ZONE INDUSTRIELLE),BETTEMBOURG,LUXEMBOURG
3225,CONTAINER TERMINAL,BETTEMBOURG,LUXEMBOURG
3225,WOLSER 2 (ZONE INDUSTRIELLE),BETTEMBOURG,LUXEMBOURG
3225,INDUSTRIELLE SCHELECK 1 (ZONE) N° 100-199,BETTEMBOURG,LUXEMBOURG
3225,SCHELECK 1 (ZONE INDUSTRIELLE) N° 100-199,BETTEMBOURG,LUXEMBOURG
3225,INDUSTRIELLE SCHELECK 2 (ZONE) N° 200-299,BETTEMBOURG,LUXEMBOURG
3225,SCHELECK 2 (ZONE INDUSTRIELLE) N° 200-299,BETTEMBOURG,LUXEMBOURG
3225,INDUSTRIELLE SCHELECK 3 (ZONE) N° 300-399,BETTEMBOURG,LUXEMBOURG
3225,SCHELECK 3 (ZONE INDUSTRIELLE) N° 300-399,BETTEMBOURG,LUXEMBOURG
3229,SOLEIL (CITE DU),BETTEMBOURG,LUXEMBOURG
3230,ESCH (ROUTE D') N° IMPAIR 1-105,BETTEMBOURG,LUXEMBOURG
3231,ESCH (ROUTE D') N° PAIR 2-78,BETTEMBOURG,LUXEMBOURG
3232,EAU (RUE DE L'),BETTEMBOURG,LUXEMBOURG
3233,ECOLE (RUE DE L'),BETTEMBOURG,LUXEMBOURG
3234,EYSCHEN (RUE PAUL),BETTEMBOURG,LUXEMBOURG
3235,RIEDCHEN (ROUTE DE),BETTEMBOURG,LUXEMBOURG
3235,KRAKELSHAFF (MONTEE),BETTEMBOURG,LUXEMBOURG
3235,BELL (RUE GRAHAM),BETTEMBOURG,LUXEMBOURG
3235,BRIQUETERIE (RUE DE LA),BETTEMBOURG,LUXEMBOURG
3235,FERME (RUE DE LA),BETTEMBOURG,LUXEMBOURG
3236,GARE (RUE DE LA) N° PAIR,BETTEMBOURG,LUXEMBOURG
3237,GARE (RUE DE LA) N° IMPAIR,BETTEMBOURG,LUXEMBOURG
3238,INDEPENDANCE (RUE DE L'),BETTEMBOURG,LUXEMBOURG
3239,JARDINS (RUE DES),BETTEMBOURG,LUXEMBOURG
3240,HACK (RUE MICHEL),BETTEMBOURG,LUXEMBOURG
3241,JACQUINOT (RUE CHARLES),BETTEMBOURG,LUXEMBOURG
3242,JEAN (RUE),BETTEMBOURG,LUXEMBOURG
3243,VALPACOS (RUE),BETTEMBOURG,LUXEMBOURG
3249,KENNEDY (RUE J-F),BETTEMBOURG,LUXEMBOURG
3249,LIBERATION (RUE DE LA),BETTEMBOURG,LUXEMBOURG
3250,KLENSCH (RUE),BETTEMBOURG,LUXEMBOURG
3251,STRECKER-STEFFEN (RUE VALERIE) N° IMPAIR 51-135,BETTEMBOURG,LUXEMBOURG
3251,STRECKER-STEFFEN (RUE VALERIE) N° PAIR 40-92,BETTEMBOURG,LUXEMBOURG
3251,LENTZ (RUE MICHEL) N° IMPAIR 1-49,BETTEMBOURG,LUXEMBOURG
3251,LENTZ (RUE MICHEL) N° PAIR 2-38,BETTEMBOURG,LUXEMBOURG
3252,LIVANGE (RUE DE),BETTEMBOURG,LUXEMBOURG
3253,LUXEMBOURG (ROUTE DE) N° 1-100,BETTEMBOURG,LUXEMBOURG
3254,HECKENHAFF,BETTEMBOURG,LUXEMBOURG
3254,LUXEMBOURG (ROUTE DE) N° 101-999,BETTEMBOURG,LUXEMBOURG
3255,LUC (RUE),BETTEMBOURG,LUXEMBOURG
3256,MARIE-ADELAIDE (RUE),BETTEMBOURG,LUXEMBOURG
3257,MARIE-THERESE (RUE),BETTEMBOURG,LUXEMBOURG
3258,MERTENS (RUE FERNAND),BETTEMBOURG,LUXEMBOURG
3259,MONTAGNE (RUE DE LA),BETTEMBOURG,LUXEMBOURG
3260,MONDORF (ROUTE DE),BETTEMBOURG,LUXEMBOURG
3260,GARE (PLACE DE LA),BETTEMBOURG,LUXEMBOURG
3261,NORD (RUE DU),BETTEMBOURG,LUXEMBOURG
3265,FANKENACKER (OP),BETTEMBOURG,LUXEMBOURG
3266,RODANGE (RUE MICHEL),BETTEMBOURG,LUXEMBOURG
3267,ROSENFELD (RUE NICOLAS),BETTEMBOURG,LUXEMBOURG
3269,PAIX (RUE DE LA),BETTEMBOURG,LUXEMBOURG
3270,PEPPANGE (ROUTE DE) N° 1-70,BETTEMBOURG,LUXEMBOURG
3271,PEPPANGE (ROUTE DE) N° 71-999,BETTEMBOURG,LUXEMBOURG
3272,PARC (RUE DU),BETTEMBOURG,LUXEMBOURG
3273,PASTEUR (RUE LOUIS),BETTEMBOURG,LUXEMBOURG
3274,PRES (RUE DES),BETTEMBOURG,LUXEMBOURG
3275,POLK (RUE JAMES-HILLIARD),BETTEMBOURG,LUXEMBOURG
3276,RIVIERE (RUE DE LA),BETTEMBOURG,LUXEMBOURG
3276,EGLISE (PLACE DE L'),BETTEMBOURG,LUXEMBOURG
3277,ROSES (RUE DES),BETTEMBOURG,LUXEMBOURG
3278,SERVAIS (RUE EMMANUEL),BETTEMBOURG,LUXEMBOURG
3279,SCIERIE (RUE DE LA),BETTEMBOURG,LUXEMBOURG
3280,SIGEFROI (RUE),BETTEMBOURG,LUXEMBOURG
3281,SCHUMAN (RUE ROBERT),BETTEMBOURG,LUXEMBOURG
3282,SCHWEITZER (RUE DR ALBERT),BETTEMBOURG,LUXEMBOURG
3283,VERGER (RUE DU),BETTEMBOURG,LUXEMBOURG
3284,VIEILLE (RUE),BETTEMBOURG,LUXEMBOURG
3285,WILLMAR (RUE),BETTEMBOURG,LUXEMBOURG
3286,ZINNEN (RUE JEAN ANTOINE),BETTEMBOURG,LUXEMBOURG
3287,WOLTER (RUE JEAN),BETTEMBOURG,LUXEMBOURG
3288,TANNERIE (RUE DE LA),BETTEMBOURG,LUXEMBOURG
3290,KRAKELSHAFF (ZONE D'ACTIVITES ECONOMIQUES),BETTEMBOURG,LUXEMBOURG
3311,LEUDELANGE (ROUTE DE),ABWEILER,LUXEMBOURG
3311,VILLAGE (RUE DU),ABWEILER,LUXEMBOURG
3313,GRAND-RUE,BERGEM,LUXEMBOURG
3314,RAEDELSBESCH (CITE),BERGEM,LUXEMBOURG
3314,CHAMPS (RUE DES),BERGEM,LUXEMBOURG
3314,FLEURS (RUE DES),BERGEM,LUXEMBOURG
3315,NOERTZANGE (RUE DE),BERGEM,LUXEMBOURG
3315,HAFF (AM),BERGEM,LUXEMBOURG
3316,LAMESCHMILLEN,BERGEM,LUXEMBOURG
3316,BASSE (RUE),BERGEM,LUXEMBOURG
3316,EGLISE (RUE DE L'),BERGEM,LUXEMBOURG
3316,SCHIFFLANGE (RUE DE),BERGEM,LUXEMBOURG
3317,STEEWEE,BERGEM,LUXEMBOURG
3317,BREIMENTRAUSCH,BERGEM,LUXEMBOURG
3317,ECOLE (RUE DE L'),BERGEM,LUXEMBOURG
3317,FORET (RUE DE LA),BERGEM,LUXEMBOURG
3317,PRES (RUE DES),BERGEM,LUXEMBOURG
3317,FASSBURGERGRONN,BERGEM,LUXEMBOURG
3317,WAISSERAECH (UM),BERGEM,LUXEMBOURG
3318,FELSDUERF,BERGEM,LUXEMBOURG
3318,FURTWEE (UM),BERGEM,LUXEMBOURG
3320,ROESER (RUE DE),BIVANGE,LUXEMBOURG
